"id","vocabulary_text","vocabulary_sound","kanji_text","kanji_meaning","vocabulary_meaning","highlighted","lesson_id"
"2122","のう","nou.wav","脳","NÃO","não","","47"
"2123","ホルモン","horumon.wav","","","hoóc-môn","","47"
"2124","けしょうひん","keshouhin.wav","化粧品","HÓA TRANG PHẨM","mỹ phẩm","","47"
"2125","しらべ","shirabe.wav","調べ","ĐIỀU","điều tra, tìm hiểu","","47"
"2126","けしょう","kesho.wav","化粧","HÓA TRANG","sự trang điểm (～をします：trang điểm)","","47"
"2127","おろします","oroshimasu.mp3","降ろします,下ろします","GIÁNG, HẠ","cho xuống, hạ xuống","","48"
"2128","とどけます","todokemasu.mp3","届けます","GIỚI","gởi đến, chuyển đến","","48"
"2129","せわをします","sewawoshimasu.mp3","世話をします","THẾ THOẠI","chăm sóc","","48"
"2130","いや[な]","iya.mp3","嫌[な]","HIỀM","ngán, không thích","","48"
"2131","きびしい","kibishii.mp3","厳しい","NGHIÊM","nghiêm, nghiêm khắc, nghiêm ngặt","","48"
"2132","じゅく","juku.mp3","塾","THỤC","cơ sở học thêm","","48"
"2133","スケジュール","k_sukejuuru.mp3","","","thời khóa biểu, lịch làm việc","","48"
"2134","せいと","seito.mp3","生徒","SINH ĐỒ","học sinh, học trò","","48"
"2135","もの","mono.mp3","者","GIẢ","người (là người thân hoặc cấp dưới)","","48"
"2136","にゅうかん","nyuukan.mp3","入管","NHẬP QUẢN","Cục quản lý nhập cảnh","","48"
"2137","さいにゅうこくビザ","sainyuukokubiza.mp3","再入国ビザ","TÁI NHẬP QUỐC","Thị thực tái nhập cảnh","","48"
"2138","じゆうに","jiyuuni.mp3","自由に","TỰ DO","tự do","","48"
"2139","～かん","kan.mp3","～間","GIAN","trong ~ (dùng để chỉ khoảng thời gian)","","48"
"2140","いいことですね。","iikotodesune.mp3","","","Hay nhỉ./ Được đấy nhỉ.","","48"
"2141","おいそがしいですか","oisogashiidesuka.mp3","お忙しいですか。","MANG","Anh/chị có bận không? (được dùng khi nói với người trên)","","48"
"2142","ひさしぶり","hisashiburi.mp3","久しぶり","CỬU","lâu","","48"
"2143","えいぎょう","eigyou.mp3","営業","DOANH NGHIỆP","kinh doanh, bán hàng","","48"
"2144","それまでに","soremadeni.mp3","","","trước thời điểm đó","","48"
"2145","かまいません","kamaimasen.mp3","","","Không sao./ Không có vấn đề gì.","","48"
"2146","たのしみます","tanoshimimasu.mp3","楽しみます","LẠC/NHẠC","vui, vui thích","","48"
"2147","もともと","motomoto.wav","","","vốn dĩ","","48"
"2148","―せいき","seiki.wav","―世紀","THẾ KỶ","thế kỷ -","","48"
"2149","かわりをします","kawariwoshimasu.wav","代わりをします","ĐẠI","thay thế","","48"
"2150","スピード","supido.wav","","","tốc độ","","48"
"2151","きょうそうします","kyousoushimasu.wav","競走します","CẠNH TẨU","chạy đua, thi chạy","","48"
"2152","サーカス","sakasu.wav","","","xiếc","","48"
"2153","げい","gei.wav","芸","NGHỆ","trò diễn, tiết mục, tài năng","","48"
"2154","うつくしい","utsukushii.wav","美しい","MỸ","đẹp","","48"
"2155","すがた","sugata.wav","姿","TƯ","dáng điệu, tư thế","","48"
"2156","こころ","kokoro.wav","心","TÂM","trái tim, tấm lòng, cảm tình","","48"
"2157","とらえます","toraemasu.wav","","","giành được","","48"
"2158","～にとって","nitotte.wav","","","đối với ~","","48"
"2159","[かいしゃに～]つとめます","tsutomemasu.mp3","[会社に～]勤めます","HỘI XÃ CẦN","làm việc ở [công ty]","","49"
"2160","やすみます","yasumimasu.mp3","休みます","HƯU","nghỉ","","49"
"2161","[いすに～]かけます","kakemasu.mp3","[いすに～]掛けます","QUẢI","ngồi [ghế]","","49"
"2162","すごします","sugoshimasu.mp3","過ごします","QUÁ","tiêu thời gian, trải qua","","49"
"2163","[ぎんこうに～]よります","yorimasu.mp3","[銀行に～]寄ります","NGÂN HÀNG KÝ","ghé qua [ngân hàng]","","49"
"2164","いらっしゃいます","irassyaimasu.mp3","","","ở, có, đi, đến （tôn kính ngữ của います、いきます và きます）","","49"
"2165","めしあがります","meshiagarimasu.mp3","召し上がります","TRIỆU THƯỢNG","ăn, uống (tôn kính ngữ của たべます và のみます)","","49"
"2166","おっしゃいます","ossyaimasu.mp3","","","nói (tôn kính ngữ của いいます)","","49"
"2167","なさいます","nasaimasu.mp3","","","làm (tôn kính ngữ của します)","","49"
"2168","ごらんになります","goranninarimasu.mp3","ご覧になります","LÃM","xem, nhìn (tôn kính ngữ của みます)","","49"
"2169","ごぞんじです","gozonjidesu.mp3","ご存じです","TỒN","biết (tôn kính ngữ của しっています)","","49"
"2170","あいさつ","aisatsu.mp3","","","chào hỏi (～をします：chào hỏi)","","49"
"2171","はいざら","haizara.mp3","灰皿","HÔI MÃNH","cái gạt tàn","","49"
"2172","りょかん","ryokan.mp3","旅館","LỮ QUÁN","khách sạn kiểu Nhật","","49"
"2173","かいじょう","kaijou.mp3","会場","HỘI TRƯỜNG","hội trường, địa điểm tổ chức","","49"
"2174","バスてい","k_basutei.mp3","バス停","ĐÌNH","bến xe buýt, điểm lên xuống xe buýt","","49"
"2175","ぼうえき","boueki.mp3","貿易","MẬU DỊCH","thương mại quốc tế, mậu dịch","","49"
"2176","～さま","sama.mp3","～様","DẠNG","ngài ~, ông ~, bà ~ (tôn kính ngữ của ～さん)","","49"
"2177","かえりに","kaerini.mp3","帰りに","QUY","trên đường về","","49"
"2178","たまに","tamani.mp3","","","thỉnh thoảng (tần suất nhỏ hơn ときどき)","","49"
"2179","ちっとも","chittomo.mp3","","","chẳng ~ tí nào, không hề","","49"
"2180","えんりょなく","enryonaku.mp3","遠慮なく","VIỄN LỰ","không giữ ý, không làm khách, đừng ngại ngùng","","49"
"2181","―ねん―くみ","nenkumi.mp3","―年―組","NIÊN TỔ","lớp -, năm thứ -","","49"
"2182","では","deha.mp3","","","thế thì, vậy thì (thể lịch sự củaじゃ)","","49"
"2183","「ねつ」 だします","dashimasu.mp3","[熱を～]出します","XUẤT NHIỆT","bị [sốt]","","49"
"2184","よろしくおつたえください","yoroshikuotsutaekudasai.mp3","よろしくお伝えください。","TRUYỀN","Cho tôi gởi lời hỏi thăm./ hãy nhắn lại với ~.","","49"
"2185","しつれいいたします","shitsureiitashimasu.mp3","失礼いたします。","THẤT LỄ","Xin phép anh/chị (khiêm nhường ngữ của しつれいします)","","49"
"2186","ひまわりしょうがっこう","himawarishogakkou.wav","ひまわり小学校","TIỂU HỌC HIỆU","tên một trường tiểu học (giả tưởng)","","49"
"2187","こうし","koushi.wav","講師","GIẢNG SƯ","giảng viên, giáo viên","","49"
"2188","おおくの～","ookuno.wav","多くの～","ĐA","nhiều ~","","49"
"2189","さくひん","sakuhin.wav","作品","TÁC PHẨM","tác phẩm","","49"
"2190","じゅしょうします","jushoushimasu.wav","受賞します","THỤ THƯỞNG","nhận giải thưởng, được giải thưởng","","49"
"2191","せかいてきに","sekaitekini.wav","世界的に","THẾ GIỚI","tầm cỡ thế giới, mang tính thế giới","","49"
"2192","さっか","sakka.wav","作家","TÁC GIA","nhà văn","","49"
"2193","～でいらっしゃいます","deirassaimasu.wav","","","là ~(tôn kính ngữ của です)","","49"
"2194","ちょうなん","chounan.wav","長男","TRƯỞNG NAM","trưởng nam","","49"
"2195","しょうがい","shougai.wav","障害","CHƯỚNG HẠI","khuyết tật, tàn tật","","49"
"2196","おもちです","omochidesu.wav","お持ちです","TRÌ","có (cách nói tôn kính ngữ của もっています)","","49"
"2197","さっきょく","sakkyoku.wav","作曲","TÁC KHÚC","sáng tác nhạc","","49"
"2198","かつどう","katsudou.wav","活動","HOẠT ĐỘNG","hoạt động","","49"
"2199","それでは","soredeha.wav","","","bây giờ thì, đến đây","","49"
"2200","おおえけんざぶろう","ooekenzaburou.wav","大江健三郎","ĐẠI GIANG KIỆN TAM LANG","một nhà văn người Nhật (1935-)","","49"
"2201","とうきょうだいがく","toukyoudaigaku.wav","東京大学","ĐÔNG KINH ĐẠI HỌC","đại học Tokyo","","49"
"2202","ノーベルぶんがくしょう","noberubungakushou.wav","ノーベル文学賞","VĂN HỌC THƯỞNG","giải thưởng Nobel văn học","","49"
"2203","まいります","mairimasu.mp3","参ります","THAM","đi, đến (khiêm nhường ngữ của いきます và きます)","","50"
"2204","おります","orimasu.mp3","","","ở, có (khiêm nhường ngữ của います)","","50"
"2205","いただきます","itadakimasu.mp3","","","ăn, uống, nhận (khiêm nhường ngữ của たべます、のみます　và もらいます)","","50"
"2206","もうします","moushimasu.mp3","申します","THÂN","nói (khiêm nhường ngữ của いいます)","","50"
"2207","いたします","itashimasu.mp3","","","làm (khiêm nhường ngữ của します)","","50"
"2208","はいけんします","haikenshimasu.mp3","拝見します","BÁI KIẾN","xem, nhìn (khiêm nhường ngữ của みます)","","50"
"2209","ぞんじます","zonjimasu.mp3","存じます","TỒN","biết (khiêm nhường ngữ của しります)","","50"
"2210","うかがいます","ukagamasu.mp3","伺います","TÝ/TỬ","hỏi, nghe, đến thăm(khiêm nhường ngữ của ききます và いきます)","","50"
"2211","おめにかかります","omenikakarimasu.mp3","お目にかかります","MỤC","gặp (khiêm nhường ngữ của あいます)","","50"
"2212","ございます","gozaimasu.mp3","","","có (thể lịch sự của あります)","","50"
"2213","～でございます","degozaimasu.mp3","","","là (thể lịch sự của ～です)","","50"
"2214","わたくし","watakushi.mp3","私","TƯ","tôi (khiêm nhường ngữ của わたし)","","50"
"2215","ガイド","k_gaido.mp3","","","người hướng dẫn, hướng dẫn viên","","50"
"2216","おたく","otaku.mp3","お宅","TRẠCH","nhà (dùng cho người khác)","","50"
"2217","こうがい","kougai.mp3","郊外","GIAO NGOẠI","ngoại ô","","50"
"2218","アルバム","k_arubamu.mp3","","","an-bum (ca nhạc)","","50"
"2219","さらいしゅう","saraisyuu.mp3","再来週","TÁI LAI CHU","tuần sau nữa","","50"
"2220","さらいげつ","saraigetsu.mp3","再来月","TÁI LAI NGUYỆT","tháng sau nữa","","50"
